City,State,2014_avg,2015_avg,2016_avg,2017_avg,2018_avg,2019_avg,2020_avg,2021_avg,2022_avg,2023_avg,2024_avg
Lexington,NE,105584,113743,120591,124841,130890,138429,145380,162831,180513,187185,185662
Great Bend,KS,70608,76679,78534,76441,76373,76582,77789,85861,96065,100569,103765
Spearfish,SD,214947,226026,236167,246466,258189,269206,288141,343856,402545,406670,409847
Wauchula,FL,81442,88186,98156,104713,115716,123506,134498,161747,194606,203514,210997
Marshall,MN,150553,154389,159548,161040,164521,163477,169115,184949,200337,206057,199475
Deming,NM,125632,114547,103412,101514,107993,111094,117918,131185,141670,135279,134158
Mexico,MO,89736,92672,94090,95374,100342,109097,118894,133988,148258,154684,154827
Fallon,NV,147362,162756,180678,201113,228952,251486,267778,323962,363323,351363,354923
Altus,OK,70540,69085,70633,69729,71321,75947,75589,86949,96497,97673,100171
Uvalde,TX,128825,140803,147134,144901,142097,147396,155101,171570,182139,178568,171539
Hailey,ID,397037,424038,445311,474426,510727,530949,592998,781683,948739,909566,923418
Steamboat Springs,CO,407863,429077,467607,506632,541462,578052,621903,808220,1002173,1011560,1041299
Summerville,GA,79325,82024,84663,85270,90212,101890,111159,135625,156272,156736,155405
Moberly,MO,90107,89236,91440,98573,102345,109147,117923,134960,148700,154045,156137
Middlesborough,KY,69980,71612,72142,67400,69527,74466,78459,78678,83472,80284,71386
Woodward,OK,103844,109282,105223,100446,102906,108286,108786,113736,117871,122446,118013
Prineville,OR,174312,192200,219655,250817,278347,298258,325589,403855,459124,445484,440195
Hood River,OR,323399,345787,374692,417951,452734,470215,501795,603478,673838,669955,663802
Forrest City,AR,59405,59629,62867,64767,65234,69469,72290,72698,72688,72618,68854
Connersville,IN,74670,71639,69541,70626,79383,86178,95675,110326,128696,135918,137680
Mitchell,SD,145654,147391,153468,163965,167492,171067,179130,200947,227879,236810,235655
Marshall,MO,125022,125398,128261,127105,133490,134524,144501,146841,148211,159153,152075
Brookings,OR,241722,253377,276006,298888,317209,337024,363484,425628,475599,471972,461185
Yankton,SD,168422,178708,185260,190169,198467,201374,209490,230945,257998,257615,248846
Wahpeton,ND,120684,128568,139197,143204,149407,156086,165807,180404,198505,195814,191256
Magnolia,AR,99017,101462,109794,112577,117525,119373,124892,134647,136234,131303,121589
Elk City,OK,128531,135676,127390,120069,118463,113956,115837,119986,128280,131582,133785
Liberal,KS,93096,103159,107886,107589,106897,112212,119187,134449,147963,140642,135414
Worthington,MN,123324,126673,134919,141990,144781,151607,161053,184352,204766,211733,204093
Oskaloosa,IA,99882,103287,110026,113587,118678,123652,131105,147515,164407,169375,168716
Pampa,TX,72902,76238,73721,69260,66472,71112,72430,78295,80333,82436,81829
Clarksdale,MS,43572,45720,43641,42561,43674,47216,53180,67006,61783,50622,45774
Sterling,CO,123235,131238,142913,151763,165290,177924,192904,220380,250395,251496,247215
Beatrice,NE,95702,99357,103311,111608,120891,124638,132193,147323,166517,171730,170848
Jamestown,ND,160290,182947,192778,187695,185449,186148,191883,197870,210659,202438,193489
Levelland,TX,108370,111945,115112,117789,123877,132482,139433,147503,153174,150225,149415
Grenada,MS,72523,83125,89180,88287,88887,97488,103903,119052,123758,116515,116181
Maryville,MO,124355,127629,125287,128360,135232,145397,154417,172175,199331,203723,200459
Arkadelphia,AR,90930,93646,98367,99739,102835,106018,111039,125851,135606,142852,140204
Dumas,TX,119226,117627,123286,132877,151604,146158,153822,163243,171493,166632,164731
Guymon,OK,100732,104607,103735,104396,109989,112561,118848,135493,156990,150947,145838
Borger,TX,78483,79200,83065,81457,84367,88260,89211,97377,101209,95815,93510
Pierre,SD,180689,185483,191719,198567,204386,209595,218376,247331,276808,277151,271307
Huron,SD,141746,144910,150771,156699,159087,162790,170023,193813,214238,206645,188326
Storm Lake,IA,107436,109146,113448,116758,123951,132195,140068,154061,173328,180061,181298
Cordele,GA,74301,75031,76289,77996,81310,84890,91548,104154,120225,123720,122149
Evanston,WY,176595,180145,185036,186755,190552,198580,210566,244839,288535,301300,297661
Raymondville,TX,79966,82905,85875,87088,97127,107770,119094,130595,122496,106201,98644
Port Lavaca,TX,127419,133884,137958,142169,148725,159116,166272,182090,197314,195106,185753
Othello,WA,133677,139241,145311,155978,170765,185263,206501,248697,282528,290520,290625
Vineyard Haven,MA,666026,690419,734395,784287,842673,888487,943348,1166905,1416829,1440931,1466884
Parsons,KS,66883,70783,63530,55253,57456,60155,64133,75190,84151,81835,78693
Price,UT,129198,127515,129557,132542,135638,150560,162114,195611,234982,248580,249189
Portales,NM,131385,140170,122910,118696,123514,128548,135565,134666,138723,138743,137484
Los Alamos,NM,248726,247272,259847,292673,329471,355138,404234,456507,493913,513852,536628
Hereford,TX,78835,78032,80487,84236,93262,102649,122230,144818,152362,151842,153369
Andrews,TX,138868,149146,161026,164190,170166,188164,206186,219286,223052,210160,210202
Spirit Lake,IA,222468,227789,235690,238356,246501,260377,275268,299302,345246,359062,362963
Fitzgerald,GA,60711,59132,61240,61078,65495,68633,74052,89346,109604,108080,107841
Winnemucca,NV,176270,173970,183555,190532,199328,209855,225765,262955,291153,296797,300832
Maysville,KY,79252,82395,83505,84105,89217,94174,100129,117446,135227,139747,138854
Snyder,TX,99546,105650,104967,101076,101982,106363,111694,120801,122434,117125,112368
Helena,AR,48633,49683,51957,55013,55981,54725,56822,54645,51670,46639,43948
Spencer,IA,112147,116886,122527,126336,129008,134208,140331,154294,172564,177171,175226
Atchison,KS,75830,80109,85853,88336,92924,99126,110221,131092,152717,149938,149850
Fairfield,IA,113689,117063,122250,124825,130385,133633,140060,154583,174642,170557,170203
Vermillion,SD,129982,134261,139240,147158,156991,165011,177012,198918,224373,235920,235300
Sweetwater,TX,95719,102315,105606,103810,103941,109574,113599,120355,120581,110789,101784
Pecos,TX,123488,125092,134341,132347,149144,169009,195835,217169,224933,165533,145172
Zapata,TX,103351,107795,107930,113224,114638,119435,128080,139111,137278,119349,108358
Ketchikan,AK,254184,268618,278640,287025,304212,324276,344258,368896,391994,388390,375909
Craig,CO,155559,156684,158803,162708,169899,180380,194530,219458,254478,276521,277276
Vernon,TX,67850,66962,66663,67127,70610,75248,81507,86875,95918,91386,85823
Lamesa,TX,68181,72209,76035,75334,76942,82307,91559,98232,94129,83427,74886
